0_x,0_y,0_z,1_x,1_y,1_z,2_x,2_y,2_z,3_x,3_y,3_z,4_x,4_y,4_z,5_x,5_y,5_z,6_x,6_y,6_z,7_x,7_y,7_z,8_x,8_y,8_z,9_x,9_y,9_z,10_x,10_y,10_z,11_x,11_y,11_z,12_x,12_y,12_z,13_x,13_y,13_z,14_x,14_y,14_z,15_x,15_y,15_z,16_x,16_y,16_z,17_x,17_y,17_z,18_x,18_y,18_z,19_x,19_y,19_z,20_x,20_y,20_z,label
0.5325090885162354,0.4698055684566498,-8.513474369920004e-08,0.5343802571296692,0.4454276263713836,-0.0026070845779031,0.5428860187530518,0.4259965717792511,-0.0051106521859765,0.5513667464256287,0.4158351123332977,-0.0081350840628147,0.5583098530769348,0.4119347035884857,-0.0115247666835784,0.5613380670547485,0.4225663542747497,-0.0045012240298092,0.5764555931091309,0.4076252579689026,-0.009960907511413,0.5848358273506165,0.3985650539398193,-0.0143797053024172,0.5915061831474304,0.3900192975997925,-0.0174252539873123,0.5683475136756897,0.4349638223648071,-0.0067919683642685,0.5845183730125427,0.418565571308136,-0.0113257328048348,0.5936079025268555,0.4065393805503845,-0.0146234035491943,0.6005862951278687,0.3956652879714966,-0.0171347428113222,0.5713292956352234,0.449638158082962,-0.0095404693856835,0.5874462723731995,0.4342947006225586,-0.0144845126196742,0.5952558517456055,0.4228335916996002,-0.0166529137641191,0.6009255051612854,0.4117976129055023,-0.0177403092384338,0.5714696645736694,0.4655178189277649,-0.0125218238681554,0.5849908590316772,0.4560714662075043,-0.0169372577220201,0.5928001999855042,0.4474878013134002,-0.0177727434784173,0.5989418029785156,0.4388384819030761,-0.0178186874836683,1
0.4433552026748657,0.7717576622962952,-1.367742328284294e-07,0.4621095955371856,0.7769991755485535,-0.0073492494411766,0.4753427505493164,0.797522246837616,-0.0114066340029239,0.4797468483448028,0.8221074342727661,-0.014257981441915,0.48127081990242,0.8418731093406677,-0.0163857340812683,0.4593024849891662,0.8141261339187622,-0.0117905074730515,0.4678823053836822,0.8452928066253662,-0.0176648199558258,0.4772765338420868,0.8524485230445862,-0.0206585600972175,0.4810398817062378,0.8512620329856873,-0.0219352375715971,0.4496864676475525,0.8191705942153931,-0.0101375496014952,0.4585984349250793,0.8506354093551636,-0.0149262510240077,0.467809110879898,0.8527418971061707,-0.0161335915327072,0.4708162546157837,0.8478336930274963,-0.0165461935102939,0.4434646666049957,0.8218829035758972,-0.0088919671252369,0.452059805393219,0.8513548970222473,-0.0135671440511941,0.4610181450843811,0.852259635925293,-0.0133653590455651,0.4644606709480285,0.847166121006012,-0.0124910697340965,0.4394606649875641,0.8236247897148132,-0.00802384596318,0.4478060305118561,0.8488411903381348,-0.0117296883836388,0.4552239179611206,0.8524963855743408,-0.0116144549101591,0.4582890272140503,0.8494651317596436,-0.0107966139912605,1
0.5324541330337524,0.5449683666229248,2.430463330593824e-10,0.5434703230857849,0.5376364588737488,-0.0022404519841074,0.5609704256057739,0.5297960042953491,-0.0047721485607326,0.5748993754386902,0.5247007608413696,-0.0071402406319975,0.5844087600708008,0.5187368988990784,-0.0093954475596547,0.5622841715812683,0.5287699103355408,-0.0098434593528509,0.5784528255462646,0.5157190561294556,-0.0159478578716516,0.5883278846740723,0.5095773339271545,-0.0190714709460735,0.5950702428817749,0.504313588142395,-0.0207724031060934,0.5585117936134338,0.5354700088500977,-0.0114872576668858,0.5729938745498657,0.532339870929718,-0.017132893204689,0.5777724385261536,0.5394350290298462,-0.0179305952042341,0.578682541847229,0.5458272099494934,-0.0177822038531303,0.5515521168708801,0.5450730323791504,-0.013180574402213,0.5656029582023621,0.5434668064117432,-0.0183015707880258,0.5699125528335571,0.5492272973060608,-0.0177654046565294,0.5720254182815552,0.5548133850097656,-0.0166286379098892,0.5435491800308228,0.5564273595809937,-0.0149524947628378,0.5529824495315552,0.5565490126609802,-0.0189668852835893,0.5579748749732971,0.5605545043945312,-0.0187738090753555,0.561671793460846,0.5652667284011841,-0.0179364439100027,1
0.5778336524963379,0.6227440237998962,-5.1060357719734384e-08,0.5589842796325684,0.6232921481132507,-0.0021826326847076,0.5411540269851685,0.6370247602462769,-0.0058735478669404,0.5304818749427795,0.6543398499488831,-0.0095919081941246,0.5231205224990845,0.6697453856468201,-0.0132287461310625,0.5394458174705505,0.6332021951675415,-0.0075037963688373,0.5357881784439087,0.6634882688522339,-0.0145221361890435,0.5410724878311157,0.6599426865577698,-0.0185124557465314,0.542892336845398,0.6507226228713989,-0.0207026675343513,0.5497716665267944,0.6376135349273682,-0.0097298631444573,0.5466363430023193,0.6696328520774841,-0.0155980298295617,0.5505674481391907,0.6622902154922485,-0.0166083257645368,0.5520066618919373,0.651986837387085,-0.0175146050751209,0.5607292056083679,0.6431840658187866,-0.0121388845145702,0.5575272440910339,0.6718301773071289,-0.017509726807475,0.5608454346656799,0.6642622947692871,-0.0150650003924965,0.5619763731956482,0.6539912223815918,-0.0132878059521317,0.571312665939331,0.6493141651153564,-0.0146041074767708,0.5677049160003662,0.6718160510063171,-0.018590347841382,0.5704892873764038,0.6651991605758667,-0.0164609905332326,0.572185218334198,0.655375063419342,-0.0144308842718601,1
0.5327014327049255,0.5397213697433472,2.4692971223316817e-08,0.5459578633308411,0.534127414226532,-0.0001899366907309,0.5603855848312378,0.5317026376724243,-0.0024027302861213,0.5718587636947632,0.5330315828323364,-0.0047440100461244,0.5800102353096008,0.5342914462089539,-0.0070122373290359,0.5627756714820862,0.527239203453064,-0.0097115170210599,0.5792414546012878,0.5204518437385559,-0.0161561537533998,0.590127170085907,0.518604576587677,-0.0198683701455593,0.5983864665031433,0.5170103907585144,-0.0222085528075695,0.5586091876029968,0.5324926376342773,-0.0125717809423804,0.5726335048675537,0.5336412191390991,-0.018423231318593,0.5776287317276001,0.5419605374336243,-0.0195245370268821,0.5795308351516724,0.5490107536315918,-0.0197657868266105,0.5519284009933472,0.5409528017044067,-0.0152031732723116,0.5641070604324341,0.5422213077545166,-0.020127460360527,0.5695068836212158,0.5491073131561279,-0.019698679447174,0.572757363319397,0.5546401143074036,-0.0189704354852437,0.544431746006012,0.551575243473053,-0.0177838895469903,0.553318202495575,0.5540614724159241,-0.0212968755513429,0.557449221611023,0.557854413986206,-0.0205395258963108,0.5603163242340088,0.5614585876464844,-0.0195641666650772,1
0.5385568737983704,0.5369725227355957,-4.4370462859433246e-08,0.5507198572158813,0.5316848158836365,-0.0010594760533422,0.56760174036026,0.5331525802612305,-0.0035650776699185,0.5802839398384094,0.5347733497619629,-0.0062289061024785,0.5890845060348511,0.533494234085083,-0.0089306822046637,0.5676031708717346,0.5329058766365051,-0.0074111260473728,0.5830631256103516,0.5270187258720398,-0.0137604931369423,0.5929112434387207,0.5231016874313354,-0.0178777817636728,0.6000848412513733,0.5191451907157898,-0.02024956792593,0.5637978911399841,0.540112316608429,-0.0094078155234456,0.5782101154327393,0.5462929010391235,-0.0141016589477658,0.5787279605865479,0.55011385679245,-0.0148729840293526,0.5768240094184875,0.5516436100006104,-0.0149001348763704,0.5561782121658325,0.5487231016159058,-0.0113897873088717,0.5703614354133606,0.5564249157905579,-0.0153879933059215,0.5710492134094238,0.5575936436653137,-0.0136306248605251,0.5708454847335815,0.5581057667732239,-0.0118850553408265,0.5466905236244202,0.5582190155982971,-0.0134348943829536,0.5561688542366028,0.5643718242645264,-0.0161558873951435,0.5580044984817505,0.5651930570602417,-0.0143140600994229,0.5589287877082825,0.56633061170578,-0.0125307459384202,1
0.5423932075500488,0.5404772758483887,2.2778300134973506e-08,0.5537894368171692,0.5338567495346069,-0.0009588299435563,0.5654159784317017,0.5301395654678345,-0.0040312325581908,0.5746810436248779,0.5308598279953003,-0.0070201545022428,0.5810934901237488,0.5336959958076477,-0.0099796373397111,0.5689290761947632,0.5250220894813538,-0.0111793428659439,0.5823304653167725,0.5170304179191589,-0.0173082910478115,0.5908058285713196,0.5125970244407654,-0.0205880552530288,0.5971890091896057,0.5088372230529785,-0.0227255504578351,0.5651413798332214,0.5315924882888794,-0.0139714330434799,0.578192949295044,0.5385375618934631,-0.0196454189717769,0.5794870853424072,0.5438678860664368,-0.0200127009302377,0.5781996250152588,0.5460922122001648,-0.0196988303214311,0.5583897233009338,0.5408853888511658,-0.0165068935602903,0.5692266821861267,0.5484745502471924,-0.0213867519050836,0.5714197158813477,0.5526867508888245,-0.0197843592613935,0.5720486044883728,0.5536394715309143,-0.0182724483311176,0.5506977438926697,0.5510258674621582,-0.0190238244831562,0.5568791031837463,0.5582955479621887,-0.0227683931589126,0.5598353147506714,0.5618559122085571,-0.0214199367910623,0.561643660068512,0.5625754594802856,-0.0199423693120479,1
0.6536216735839844,0.8119488954544067,1.213911389186251e-07,0.6288161873817444,0.8293391466140747,-0.0056693493388593,0.6176465153694153,0.859643280506134,-0.0068895858712494,0.6125625967979431,0.8870580196380615,-0.0064519648440182,0.6084387302398682,0.9074395895004272,-0.0048832120373845,0.6365903615951538,0.8830755352973938,-0.0058850408531725,0.6255026459693909,0.9186800718307496,-0.0071115083992481,0.6153762936592102,0.926354169845581,-0.0066803372465074,0.6075365543365479,0.9275447130203248,-0.0054904245771467,0.6488373875617981,0.885780394077301,-0.002234443789348,0.6369737982749939,0.9196860194206238,-0.0024439450353384,0.6249916553497314,0.9255146980285645,-0.0015663183294236,0.6158478856086731,0.9239065051078796,-0.0007880986668169,0.6562119722366333,0.884151041507721,0.0013085008831694,0.6464756727218628,0.91398423910141,0.0022569154389202,0.6354629993438721,0.9207053780555724,0.0033058635890483,0.6267345547676086,0.920569658279419,0.0039251907728612,0.6592857837677002,0.880138099193573,0.0043692295439541,0.6532465815544128,0.9058533906936646,0.0061381813138723,0.64439457654953,0.9136393070220948,0.0077729406766593,0.6365981101989746,0.9148212671279908,0.0091235004365444,1
0.648158073425293,0.8220757246017456,1.516835084203194e-07,0.6242362260818481,0.8337353467941284,-0.0045459023676812,0.6120632886886597,0.8606829047203064,-0.0061245076358318,0.606861412525177,0.8862658143043518,-0.0061908173374831,0.6036810874938965,0.9064512252807616,-0.005496515892446,0.6290329694747925,0.8824907541275024,-0.0083494409918785,0.6205095052719116,0.9169281721115112,-0.0104686580598354,0.6103141903877258,0.9260180592536926,-0.0101648643612861,0.6023412346839905,0.9284396767616272,-0.0088980784639716,0.6412063837051392,0.8874673247337341,-0.0055424873717129,0.6294645667076111,0.921517252922058,-0.0061924736946821,0.617892861366272,0.9268602728843688,-0.0046226880513131,0.6102791428565979,0.9238333702087402,-0.0030963143799453,0.6494949460029602,0.8875981569290161,-0.0025780841242522,0.6386227011680603,0.9182071089744568,-0.0018592367414385,0.6276647448539734,0.92378169298172,4.803115007234737e-05,0.6200045347213745,0.9219450354576112,0.0014219008153304,0.6539139747619629,0.884841799736023,7.436240412062034e-05,0.6461787223815918,0.909379243850708,0.0012017602566629,0.6371175646781921,0.9152125716209412,0.0029548129532486,0.6301141381263733,0.9145903587341307,0.0045673134736716,1
0.6537624001502991,0.8215005397796631,1.2821742245705536e-07,0.6300587058067322,0.8326866030693054,-0.0039471024647355,0.6174244284629822,0.8602878451347351,-0.0045479615218937,0.6116073727607727,0.885323166847229,-0.0038035663310438,0.6087720394134521,0.9048376679420472,-0.0023070115130394,0.6349171996116638,0.8815506100654602,-0.0061148544773459,0.6259900331497192,0.9145419597625732,-0.007183039560914,0.6162551641464233,0.9230962991714478,-0.0063610970973968,0.6088055372238159,0.9250057935714722,-0.0048578549176454,0.6465610265731812,0.8858577013015747,-0.0032289479859173,0.6360753178596497,0.9184021949768066,-0.0030119991861283,0.6249110102653503,0.9223398566246032,-0.001300727832131,0.6175131797790527,0.9181537628173828,0.0002347447298234,0.6541716456413269,0.8859125971794128,-0.0002526350726839,0.6439757347106934,0.9151822328567504,0.0007801447645761,0.6334251761436462,0.9184879064559937,0.0026233568787574,0.6265395879745483,0.9146992564201356,0.0040367837063968,0.657498300075531,0.8835090398788452,0.0024713347665965,0.6497235298156738,0.9070234298706056,0.0040393169037997,0.6411318778991699,0.9109143614768982,0.0059986663982272,0.6351410150527954,0.9084445238113404,0.0077717169187963,1
